gender,age,height,weight,bmi,tummy,hip,breast,baselayersize,jerseysize,bibsize
1,48,158.0,66.0,26.4,3,2,2,4,4,4
2,51,153.0,73.0,31.2,2,3,2,5,6,4
1,70,160.0,76.0,29.7,3,3,2,6,5,6
1,37,195.0,59.0,15.5,1,1,2,5,4,5
1,56,198.0,71.0,18.1,2,1,2,6,5,7
1,42,172.0,63.0,21.3,2,3,1,3,2,5
1,49,149.0,53.0,23.9,1,3,1,2,2,2
1,58,152.0,53.0,22.9,2,2,3,2,1,3
1,22,166.0,83.0,30.1,3,3,2,6,6,7
1,65,165.0,51.0,18.7,1,2,3,2,1,3
2,73,150.0,51.0,22.7,1,1,1,1,2,1
2,46,188.0,93.0,26.3,2,2,2,5,7,8
1,55,157.0,56.0,22.7,2,2,1,2,2,3
1,64,185.0,69.0,20.2,1,3,2,5,4,6
2,71,157.0,71.0,28.8,2,3,2,4,5,4
1,68,160.0,75.0,29.3,3,2,2,6,6,5
2,25,209.0,80.0,18.3,2,1,2,6,6,7
1,60,190.0,82.0,22.7,1,2,3,6,7,8
2,47,167.0,90.0,32.3,3,2,2,6,8,7
2,28,171.0,68.0,23.3,1,1,2,4,5,4
1,54,166.0,54.0,19.6,1,1,1,2,2,3
1,40,150.0,63.0,28.0,3,2,2,4,4,3
2,18,185.0,87.0,25.4,3,3,3,5,5,8
1,19,199.0,79.0,19.9,1,2,1,6,6,8
2,66,178.0,97.0,30.6,2,3,2,6,8,8
1,28,161.0,65.0,25.1,2,3,2,4,3,4
1,34,204.0,76.0,18.3,2,1,1,6,6,7
2,29,196.0,66.0,17.2,2,1,2,4,4,5
2,24,194.0,67.0,17.8,2,2,2,4,4,5
1,45,190.0,63.0,17.5,1,2,1,5,4,5
1,58,189.0,86.0,24.1,3,2,1,5,5,8
2,27,201.0,75.0,18.6,1,3,1,5,5,6
1,72,205.0,77.0,18.3,2,2,1,6,5,8
2,71,200.0,81.0,20.2,3,2,2,5,5,7
2,21,157.0,58.0,23.5,1,2,2,2,3,2
2,56,172.0,78.0,26.4,2,2,3,5,6,6
2,35,184.0,59.0,17.4,1,1,1,3,3,3
1,59,181.0,85.0,25.9,2,3,3,6,6,8
2,41,181.0,89.0,27.2,2,3,2,5,6,8
2,55,209.0,73.0,16.7,2,1,2,6,6,6
2,55,156.0,77.0,31.6,2,3,3,6,7,4
2,45,162.0,57.0,21.7,1,3,2,2,2,3
2,67,172.0,92.0,31.1,3,3,2,6,7,7
2,56,175.0,59.0,19.3,2,2,2,2,2,3
2,23,161.0,62.0,23.9,1,1,1,3,4,3
1,53,178.0,58.0,18.3,2,2,2,3,2,4
2,62,184.0,91.0,26.9,2,2,3,6,7,8
1,30,148.0,58.0,26.5,2,2,2,4,3,3
1,18,149.0,70.0,31.5,2,2,2,6,7,4
1,26,189.0,63.0,17.6,2,1,2,4,4,5
2,66,200.0,83.0,20.8,2,2,1,5,6,7
2,72,179.0,60.0,18.7,2,2,3,3,2,4
2,71,201.0,73.0,18.1,2,2,1,5,5,6
2,34,162.0,83.0,31.6,3,3,2,6,7,5
2,19,172.0,91.0,30.8,2,3,2,6,8,7
2,20,202.0,84.0,20.6,3,3,1,5,4,8
2,64,184.0,82.0,24.2,3,2,1,4,5,7
1,39,166.0,65.0,23.6,1,1,2,4,5,5
1,23,160.0,74.0,28.9,2,2,3,6,6,5
2,29,192.0,84.0,22.8,2,3,1,4,5,7
1,34,178.0,78.0,24.6,1,1,2,6,7,7
2,71,171.0,57.0,19.5,1,3,3,2,2,3
2,18,148.0,67.0,30.6,2,2,2,5,6,3
2,37,174.0,66.0,21.8,1,3,1,3,3,4
2,31,178.0,49.0,15.5,1,1,1,2,1,2
2,27,191.0,69.0,18.9,1,2,2,4,5,5
1,56,154.0,67.0,28.3,3,3,2,5,4,4
1,63,177.0,61.0,19.5,3,3,1,3,1,5
2,62,149.0,67.0,30.2,2,3,3,5,5,3
1,24,166.0,69.0,25.0,3,3,2,4,3,5
2,40,158.0,65.0,26.0,2,2,3,4,4,3
1,50,185.0,69.0,20.2,2,2,3,5,4,6
2,41,177.0,63.0,20.1,2,2,3,3,3,4
2,46,198.0,63.0,16.1,2,2,2,4,3,5
2,30,194.0,69.0,18.3,2,2,2,4,4,5
1,27,156.0,63.0,25.9,2,3,3,4,3,4
2,52,184.0,60.0,17.7,1,1,2,3,4,4
1,31,178.0,67.0,21.1,3,1,1,4,3,5
1,65,190.0,81.0,22.4,3,2,2,5,5,8
1,37,171.0,49.0,16.8,1,2,2,2,1,3
2,35,173.0,60.0,20.0,3,2,2,2,1,3
1,75,175.0,70.0,22.9,2,1,2,5,5,6
1,41,184.0,58.0,17.1,2,2,1,3,2,4
1,74,172.0,79.0,26.7,2,3,2,5,5,7
2,50,156.0,69.0,28.4,3,3,2,4,4,3
2,27,207.0,66.0,15.4,2,1,1,5,5,5
1,37,166.0,53.0,19.2,2,1,2,2,1,3
1,71,147.0,67.0,31.0,3,2,2,6,6,3
1,47,176.0,80.0,25.8,2,2,3,6,6,7
1,46,147.0,65.0,30.1,3,2,3,5,5,3
1,27,208.0,72.0,16.6,1,2,1,6,6,7
1,53,147.0,64.0,29.6,3,2,3,5,5,3
2,18,161.0,71.0,27.4,3,3,2,4,4,4
2,47,157.0,61.0,24.7,2,3,1,2,2,3
2,26,167.0,68.0,24.4,2,2,2,3,4,4
2,66,180.0,71.0,21.9,3,1,2,4,4,5
2,37,164.0,80.0,29.7,2,2,2,5,7,5
1,25,200.0,66.0,16.5,1,1,2,6,5,6
2,45,196.0,61.0,15.9,2,1,2,4,4,4
2,62,211.0,81.0,18.2,2,2,2,6,6,7
1,73,189.0,85.0,23.8,3,1,2,6,6,8
1,66,180.0,65.0,20.1,3,2,3,4,2,5
2,64,211.0,82.0,18.4,1,2,2,6,7,8
2,33,182.0,66.0,19.9,2,3,3,3,2,5
2,60,170.0,58.0,20.1,1,1,1,2,3,3
1,59,147.0,65.0,30.1,3,3,2,5,4,3
2,61,206.0,64.0,15.1,1,2,1,5,5,5
1,62,151.0,72.0,31.6,2,2,3,7,7,4
1,61,145.0,57.0,27.1,2,3,3,4,3,3
2,50,177.0,93.0,29.7,2,2,3,6,8,8
2,29,203.0,76.0,18.4,2,1,2,5,6,6
2,40,177.0,80.0,25.5,2,3,2,4,5,6
1,66,169.0,63.0,22.1,3,3,3,3,2,5
1,73,174.0,65.0,21.5,3,1,1,3,3,5
2,19,152.0,71.0,30.7,3,2,2,5,6,3
2,74,193.0,85.0,22.8,3,2,1,4,5,7
2,62,173.0,76.0,25.4,2,3,2,4,5,5
2,55,178.0,93.0,29.4,2,2,2,6,8,8
1,32,174.0,70.0,23.1,2,3,1,4,3,6
1,68,181.0,79.0,24.1,2,2,1,5,5,7
1,65,170.0,66.0,22.8,1,2,1,4,4,5
1,25,191.0,80.0,21.9,2,1,1,5,6,8
2,24,166.0,53.0,19.2,1,1,3,2,2,2
2,54,179.0,94.0,29.3,2,3,3,6,7,8
1,52,148.0,62.0,28.3,3,3,3,4,3,3
1,54,168.0,80.0,28.3,2,2,2,6,7,7
2,48,176.0,83.0,26.8,2,2,3,5,6,7
1,69,200.0,82.0,20.5,1,3,1,6,6,8
2,62,204.0,83.0,19.9,2,1,3,6,7,8
2,42,192.0,91.0,24.7,3,2,1,5,6,8
2,41,149.0,56.0,25.2,3,2,3,2,2,2
1,41,159.0,79.0,31.2,2,3,3,7,7,6
1,59,175.0,61.0,19.9,2,1,2,4,3,5
1,26,186.0,73.0,21.1,1,2,1,5,5,6
2,51,190.0,84.0,23.3,1,2,3,5,7,7
2,67,182.0,57.0,17.2,2,2,1,2,1,3
1,25,165.0,65.0,23.9,1,1,1,4,5,4
1,24,166.0,70.0,25.4,3,2,3,5,4,5
2,61,191.0,89.0,24.4,1,3,3,6,7,8
1,33,152.0,68.0,29.4,2,3,2,5,5,4
1,43,163.0,51.0,19.2,1,3,3,2,1,3
2,73,165.0,80.0,29.4,3,2,2,5,6,5
2,28,195.0,62.0,16.3,2,2,1,4,3,4
2,32,146.0,59.0,27.7,2,3,3,3,3,2
1,56,160.0,78.0,30.5,3,2,2,6,7,6
1,29,208.0,73.0,16.9,2,1,1,6,6,7
2,58,187.0,78.0,22.3,1,3,2,5,5,6
2,18,195.0,82.0,21.6,3,1,3,5,5,7
1,47,187.0,53.0,15.2,1,2,2,4,2,4
2,53,205.0,70.0,16.7,1,1,1,5,6,6
2,44,207.0,78.0,18.2,1,2,1,6,6,7
2,40,159.0,78.0,30.9,3,3,2,5,6,5
1,19,175.0,87.0,28.4,3,2,2,6,7,8
1,53,169.0,79.0,27.7,2,2,3,6,7,7
2,68,196.0,75.0,19.5,3,1,3,5,5,6
1,37,158.0,58.0,23.2,1,3,1,3,2,3
1,68,195.0,62.0,16.3,2,2,1,5,3,5
2,58,201.0,80.0,19.8,3,3,2,5,4,7
2,40,162.0,79.0,30.1,3,2,3,5,6,5
2,72,170.0,49.0,17.0,1,1,1,1,1,2
1,53,175.0,65.0,21.2,3,2,1,3,2,5
1,47,211.0,69.0,15.5,1,2,2,7,6,7
2,52,179.0,79.0,24.7,2,2,1,4,5,6
1,55,195.0,75.0,19.7,3,2,1,5,4,7
1,70,159.0,77.0,30.5,3,3,3,6,6,6
2,50,195.0,82.0,21.6,3,1,2,5,5,7
1,74,188.0,56.0,15.8,2,1,1,4,2,4
2,18,205.0,74.0,17.6,1,1,1,5,6,6
2,62,158.0,73.0,29.2,3,3,3,5,5,4
2,59,185.0,59.0,17.2,2,1,2,3,3,4
2,28,189.0,86.0,24.1,2,1,3,5,7,8
1,27,165.0,74.0,27.2,2,3,2,5,5,6
2,59,169.0,91.0,31.9,2,3,3,7,8,7
1,60,211.0,79.0,17.7,2,2,1,6,6,8
2,28,201.0,79.0,19.6,3,3,1,4,4,7
1,32,167.0,77.0,27.6,2,2,3,6,6,6
2,26,163.0,64.0,24.1,3,1,1,2,3,3
2,59,150.0,68.0,30.2,2,3,3,5,5,3
2,74,201.0,73.0,18.1,1,1,1,5,6,6
1,22,149.0,71.0,32.0,2,2,2,7,7,4
2,23,163.0,50.0,18.8,1,2,1,1,1,2
2,52,156.0,74.0,30.4,2,3,2,5,6,4
2,56,202.0,76.0,18.6,2,3,1,5,4,6
1,25,185.0,76.0,22.2,1,3,3,6,5,7
1,41,192.0,56.0,15.2,2,1,2,4,3,4
1,35,190.0,62.0,17.2,1,1,1,5,4,5
2,23,151.0,52.0,22.8,2,2,3,1,1,2
2,18,182.0,78.0,23.5,3,2,2,4,4,6
1,19,156.0,52.0,21.4,2,1,3,2,2,3
1,70,177.0,87.0,27.8,2,2,3,6,7,8
1,50,200.0,67.0,16.8,1,2,2,6,5,6
1,54,195.0,83.0,21.8,2,1,1,6,6,8
2,53,197.0,64.0,16.5,1,1,2,5,5,5
1,60,199.0,75.0,18.9,1,3,2,6,5,7
1,20,182.0,53.0,16.0,1,2,1,3,2,4
2,30,178.0,67.0,21.1,3,2,2,3,2,4
1,54,147.0,70.0,32.4,2,2,3,7,8,4
2,23,178.0,55.0,17.4,1,1,1,2,3,3
1,68,181.0,51.0,15.6,1,1,1,3,2,3
1,54,180.0,88.0,27.2,3,2,3,6,6,8
2,71,189.0,64.0,17.9,2,2,1,3,3,4
2,50,164.0,82.0,30.5,2,3,2,6,7,6
2,24,148.0,69.0,31.5,3,3,3,5,5,3
1,56,195.0,80.0,21.0,2,2,2,6,5,8
2,58,162.0,76.0,29.0,2,2,3,5,6,5
2,75,204.0,80.0,19.2,3,2,1,5,5,7
1,36,211.0,82.0,18.4,2,1,1,7,7,8
2,21,189.0,92.0,25.8,2,2,3,6,7,8
1,48,161.0,53.0,20.4,1,3,1,2,1,3
2,73,188.0,85.0,24.0,3,1,2,5,6,7
2,26,189.0,57.0,16.0,2,2,1,3,2,3
1,54,148.0,52.0,23.7,2,1,1,2,2,2
2,31,193.0,70.0,18.8,1,2,2,5,5,5
2,73,170.0,62.0,21.5,2,3,2,2,2,4
2,37,170.0,54.0,18.7,2,2,2,2,1,3
1,51,165.0,52.0,19.1,1,3,2,2,1,3
1,67,175.0,48.0,15.7,1,1,2,2,1,3
1,41,150.0,50.0,22.2,2,2,3,2,1,2
1,73,158.0,56.0,22.4,1,3,1,2,2,3
1,72,188.0,76.0,21.5,2,2,2,5,5,7
1,54,168.0,72.0,25.5,3,3,2,4,3,6
2,69,162.0,69.0,26.3,3,3,2,3,3,4
2,21,198.0,60.0,15.3,2,2,2,4,3,4
1,25,207.0,76.0,17.7,2,1,1,6,6,7
2,46,178.0,88.0,27.8,3,3,2,5,6,7
2,35,187.0,83.0,23.7,2,1,3,5,6,7
2,28,146.0,52.0,24.4,1,3,3,2,2,1
2,35,188.0,86.0,24.3,2,3,2,5,5,8
1,75,169.0,87.0,30.5,3,3,3,7,7,8
2,70,188.0,56.0,15.8,1,2,2,3,2,3
2,54,185.0,77.0,22.5,3,3,2,4,3,6
2,64,162.0,74.0,28.2,3,3,2,4,4,4
1,64,156.0,76.0,31.2,3,3,3,6,6,5
1,69,160.0,75.0,29.3,2,2,3,6,7,6
1,55,169.0,66.0,23.1,3,3,3,4,2,5
1,23,159.0,55.0,21.8,2,3,2,2,1,3
1,62,163.0,69.0,26.0,2,2,3,5,5,5
2,37,181.0,74.0,22.6,3,3,1,3,3,5
2,24,203.0,73.0,17.7,2,2,1,5,5,6
1,20,150.0,71.0,31.6,3,3,2,6,6,4
2,61,161.0,68.0,26.2,2,2,3,4,5,4
1,62,209.0,74.0,16.9,2,1,2,7,6,7
1,36,164.0,64.0,23.8,2,2,3,4,4,5
2,70,178.0,71.0,22.4,2,2,1,3,4,5
2,50,172.0,86.0,29.1,3,3,3,5,6,7
1,49,182.0,85.0,25.7,3,3,3,6,5,8
2,36,160.0,62.0,24.2,1,2,3,3,4,3
1,37,176.0,59.0,19.0,2,2,3,3,2,5
2,37,168.0,62.0,22.0,2,3,3,3,2,4
1,36,202.0,62.0,15.2,2,2,1,5,4,5
2,47,173.0,60.0,20.0,3,1,3,2,2,3
1,45,188.0,71.0,20.1,2,2,1,5,4,6
2,30,200.0,63.0,15.8,1,2,1,5,4,4
1,37,171.0,57.0,19.5,3,2,1,2,1,4
2,36,162.0,65.0,24.8,2,3,1,3,3,3
2,23,202.0,64.0,15.7,1,2,1,5,4,5
1,36,174.0,70.0,23.1,3,3,3,4,3,6
2,69,208.0,82.0,19.0,1,2,3,6,7,8
2,54,152.0,54.0,23.4,1,1,2,2,3,2
2,44,181.0,57.0,17.4,2,2,2,2,2,3
2,38,189.0,75.0,21.0,3,2,3,4,4,6
1,65,145.0,65.0,30.9,2,3,3,6,6,3
1,39,184.0,77.0,22.7,3,2,2,5,4,7
2,45,166.0,73.0,26.5,3,2,2,4,4,5
1,47,147.0,53.0,24.5,1,3,3,3,2,3
2,43,190.0,69.0,19.1,3,2,3,4,3,5
1,22,196.0,75.0,19.5,1,2,1,5,6,7
2,26,184.0,65.0,19.2,1,1,1,3,4,4
2,22,182.0,71.0,21.4,3,3,1,3,2,5
2,74,172.0,68.0,23.0,3,1,3,3,4,4
2,48,159.0,77.0,30.5,3,3,3,5,6,5
1,24,176.0,83.0,26.8,3,2,2,6,6,7
1,58,162.0,59.0,22.5,1,2,2,3,3,4
2,58,162.0,72.0,27.4,3,3,2,4,4,4
2,34,185.0,58.0,16.9,2,2,2,3,2,4
1,49,202.0,70.0,17.2,1,2,2,6,5,7
2,39,210.0,75.0,17.0,2,2,1,6,5,6
2,43,193.0,87.0,23.4,1,1,3,6,8,8
2,21,204.0,71.0,17.1,1,2,2,6,5,6
2,21,179.0,52.0,16.2,2,1,1,2,1,2
2,33,208.0,66.0,15.3,2,2,2,6,4,5
2,19,145.0,64.0,30.4,2,2,3,5,6,2
1,53,152.0,67.0,29.0,2,2,2,5,6,4
2,51,171.0,67.0,22.9,3,2,3,3,3,4
2,36,159.0,71.0,28.1,3,2,2,4,5,4
2,39,198.0,61.0,15.6,1,1,1,4,4,4
2,44,179.0,66.0,20.6,2,2,1,3,3,4
2,62,193.0,74.0,19.9,2,3,3,5,4,6
2,74,171.0,80.0,27.4,2,3,2,5,6,6
2,57,153.0,61.0,26.1,2,3,2,3,3,2
2,28,173.0,62.0,20.7,1,1,2,3,4,4
2,22,179.0,67.0,20.9,3,3,1,3,2,4
1,34,173.0,78.0,26.1,2,2,3,6,6,7
2,37,179.0,67.0,20.9,3,2,1,3,2,4
2,66,208.0,83.0,19.2,2,2,3,6,6,8
2,46,165.0,63.0,23.1,1,3,2,3,3,3
2,62,202.0,68.0,16.7,2,2,1,5,4,5
1,47,197.0,76.0,19.6,2,3,1,5,4,7
2,61,194.0,82.0,21.8,2,2,2,5,6,7
2,36,191.0,89.0,24.4,3,2,2,5,6,8
2,68,204.0,86.0,20.7,3,1,1,5,6,8
1,67,167.0,53.0,19.0,2,2,2,2,1,3
2,74,190.0,78.0,21.6,2,1,3,5,6,6
1,57,187.0,75.0,21.4,3,1,3,5,5,7
1,75,196.0,68.0,17.7,1,2,1,5,5,6
1,68,148.0,60.0,27.4,3,2,2,4,3,3
1,69,162.0,53.0,20.2,1,3,1,2,1,3
1,45,187.0,53.0,15.2,1,1,2,4,3,4
2,59,203.0,77.0,18.7,3,3,1,5,4,7
2,27,178.0,81.0,25.6,2,2,3,5,6,6
1,74,179.0,69.0,21.5,1,3,1,4,4,6
1,37,168.0,83.0,29.4,3,3,3,6,6,7
2,38,204.0,71.0,17.1,1,1,2,6,6,6
1,44,196.0,64.0,16.7,1,1,1,5,5,5
1,73,175.0,71.0,23.2,2,1,1,4,5,6
2,54,198.0,69.0,17.6,2,2,2,5,4,5
1,55,160.0,66.0,25.8,3,3,2,4,3,4
2,27,201.0,62.0,15.3,2,1,1,4,4,4
1,32,206.0,70.0,16.5,2,1,1,6,5,7
1,24,205.0,80.0,19.0,1,3,2,6,6,8
1,29,179.0,61.0,19.0,1,3,3,4,3,5
1,21,157.0,58.0,23.5,2,3,3,3,2,4
2,66,195.0,64.0,16.8,1,2,1,4,4,5
2,21,174.0,83.0,27.4,2,3,3,5,6,6
1,62,161.0,50.0,19.3,1,1,2,2,2,3
2,55,176.0,83.0,26.8,3,2,2,5,6,6
2,26,204.0,71.0,17.1,2,1,1,5,5,6
2,22,175.0,75.0,24.5,1,2,1,4,6,5
1,31,195.0,83.0,21.8,3,3,1,5,4,8
1,70,177.0,61.0,19.5,2,1,1,3,3,4
2,63,161.0,61.0,23.5,2,3,1,2,2,3
2,31,168.0,84.0,29.8,2,3,3,6,7,6
1,60,184.0,63.0,18.6,3,1,1,4,3,5
1,39,178.0,79.0,24.9,2,1,2,5,6,7
1,26,168.0,79.0,28.0,3,3,3,6,5,7
1,50,180.0,55.0,17.0,1,1,2,4,3,4
1,21,162.0,64.0,24.4,1,3,1,4,4,4
2,20,182.0,71.0,21.4,2,2,3,4,4,5
2,34,211.0,82.0,18.4,1,2,1,6,7,8
1,37,186.0,80.0,23.1,2,3,1,5,5,7
2,37,149.0,55.0,24.8,1,3,3,2,2,2
1,33,162.0,79.0,30.1,2,2,2,6,7,6
2,70,147.0,58.0,26.8,3,2,3,3,3,2
1,28,173.0,92.0,30.7,3,2,2,7,8,8
2,49,186.0,62.0,17.9,1,2,2,4,3,4
1,35,176.0,71.0,22.9,2,2,1,4,4,6
2,23,183.0,60.0,17.9,1,1,1,3,3,4
1,52,162.0,74.0,28.2,3,2,3,6,5,6
1,35,164.0,58.0,21.6,1,3,1,3,2,4
2,33,167.0,78.0,28.0,3,2,3,5,6,5
2,64,171.0,57.0,19.5,2,1,1,2,2,3
2,29,172.0,87.0,29.4,2,3,2,6,7,7
2,72,201.0,61.0,15.1,2,1,1,4,4,4
2,29,195.0,90.0,23.7,3,2,3,5,6,8
1,38,161.0,78.0,30.1,3,3,3,6,6,6
2,42,159.0,78.0,30.9,2,2,2,6,7,5
2,63,183.0,77.0,23.0,3,2,1,4,4,6
2,75,171.0,65.0,22.2,3,3,1,2,1,4
1,30,196.0,65.0,16.9,1,1,2,5,5,6
1,31,155.0,56.0,23.3,2,3,2,2,1,3
1,42,189.0,81.0,22.7,3,3,1,5,4,8
1,24,176.0,50.0,16.1,1,2,2,3,1,3
2,69,202.0,66.0,16.2,1,1,2,5,5,5
2,33,146.0,65.0,30.5,3,2,3,5,5,2
1,21,171.0,55.0,18.8,1,2,1,3,2,4
1,68,175.0,87.0,28.4,2,2,3,7,8,8
1,60,167.0,79.0,28.3,3,3,2,5,5,6
2,49,173.0,59.0,19.7,1,2,1,2,2,3
2,24,165.0,79.0,29.0,3,2,3,5,6,5
2,60,162.0,85.0,32.4,3,3,2,6,7,6
2,19,209.0,67.0,15.3,2,2,1,5,4,5
2,34,162.0,56.0,21.3,3,1,3,2,1,2
1,42,185.0,86.0,25.1,3,2,2,5,6,8
1,34,188.0,82.0,23.2,3,3,3,5,4,8
1,36,172.0,64.0,21.6,1,1,2,4,4,5
2,57,150.0,71.0,31.6,3,2,2,5,6,3
2,53,166.0,83.0,30.1,2,3,2,6,7,6
1,57,199.0,66.0,16.7,1,1,2,6,5,6
2,39,196.0,80.0,20.8,2,1,1,5,6,7
2,34,210.0,70.0,15.9,1,1,2,6,6,6
1,23,159.0,74.0,29.3,3,2,2,6,6,5
1,55,158.0,76.0,30.4,3,2,3,6,6,5
1,47,145.0,55.0,26.2,2,3,3,3,2,3
2,32,201.0,79.0,19.6,3,1,3,5,5,7
1,27,156.0,59.0,24.2,2,3,2,3,2,4
2,35,154.0,72.0,30.4,3,2,2,5,6,4
2,65,157.0,65.0,26.4,2,3,2,3,3,3
2,31,150.0,58.0,25.8,3,2,2,2,2,2
2,21,206.0,64.0,15.1,2,2,1,5,4,5
1,67,161.0,58.0,22.4,3,3,3,3,1,4
2,31,179.0,62.0,19.4,3,2,3,3,2,4
1,52,176.0,73.0,23.6,1,1,2,5,6,6
1,29,192.0,58.0,15.7,1,1,2,5,4,5
2,29,156.0,64.0,26.3,2,3,2,3,3,3
2,38,154.0,56.0,23.6,2,3,2,2,1,2
1,55,184.0,67.0,19.8,3,3,1,4,2,6
2,64,145.0,46.0,21.9,1,1,3,1,1,1
2,64,173.0,74.0,24.7,3,2,1,3,4,5
2,28,200.0,66.0,16.5,1,1,2,5,5,5
2,40,159.0,72.0,28.5,3,3,2,4,4,4
1,56,171.0,45.0,15.4,1,1,2,2,1,2
2,60,190.0,76.0,21.1,1,3,2,5,5,6
2,23,152.0,74.0,32.0,2,3,3,6,7,4
1,21,183.0,58.0,17.3,2,2,1,3,2,4
2,49,191.0,57.0,15.6,1,1,1,3,3,3
1,56,208.0,78.0,18.0,1,1,1,7,7,8
2,39,167.0,77.0,27.6,3,2,3,5,5,5
2,20,205.0,64.0,15.2,1,1,2,6,5,5
1,68,197.0,62.0,16.0,1,1,2,6,5,5
1,25,147.0,52.0,24.1,2,2,3,2,2,2
2,28,146.0,55.0,25.8,3,2,3,2,2,1
1,25,146.0,68.0,31.9,2,2,3,7,7,4
2,75,162.0,70.0,26.7,3,2,2,4,4,4
2,70,181.0,80.0,24.4,3,2,3,4,5,6
2,27,175.0,86.0,28.1,2,3,3,6,6,7
1,46,166.0,78.0,28.3,2,2,2,6,7,6
1,49,166.0,48.0,17.4,1,1,2,2,1,3
1,31,173.0,85.0,28.4,2,2,3,6,7,8
1,46,198.0,79.0,20.2,3,3,2,5,4,8
2,50,199.0,71.0,17.9,1,2,2,5,5,6
1,39,175.0,87.0,28.4,2,3,3,6,7,8
1,54,199.0,63.0,15.9,1,2,1,5,4,5
1,31,173.0,51.0,17.0,1,1,1,2,2,3
2,51,185.0,82.0,24.0,3,1,2,5,6,7
2,57,186.0,80.0,23.1,2,1,1,4,6,6
2,53,201.0,77.0,19.1,3,2,3,5,4,7
2,19,159.0,64.0,25.3,3,3,3,3,2,3
1,69,196.0,73.0,19.0,3,2,2,5,4,7
1,69,172.0,63.0,21.3,3,2,3,4,2,5
1,30,170.0,59.0,20.4,3,3,2,3,1,4
1,39,170.0,80.0,27.7,2,3,2,6,6,7
1,38,161.0,81.0,31.2,2,3,3,7,7,6
2,43,187.0,89.0,25.5,3,2,2,5,6,8
2,19,154.0,62.0,26.1,3,3,3,3,2,3
2,37,210.0,74.0,16.8,2,2,2,6,5,6
2,20,156.0,54.0,22.2,2,1,3,2,2,2
1,67,156.0,53.0,21.8,1,1,2,2,3,3
1,23,171.0,69.0,23.6,2,3,3,4,4,6
2,56,175.0,78.0,25.5,2,3,2,4,5,6
2,39,173.0,50.0,16.7,2,1,1,1,1,2
2,38,208.0,76.0,17.6,1,1,2,6,7,7
2,68,164.0,85.0,31.6,3,3,3,6,7,6
2,35,160.0,79.0,30.9,2,3,2,6,7,5
1,52,168.0,86.0,30.5,3,2,3,7,7,7
1,74,188.0,57.0,16.1,1,1,2,4,4,4
1,20,211.0,82.0,18.4,2,1,1,7,7,8
1,43,180.0,88.0,27.2,2,3,3,6,7,8
1,51,196.0,68.0,17.7,1,1,2,6,5,6
2,24,172.0,57.0,19.3,1,3,3,2,2,3
2,68,148.0,62.0,28.3,3,2,3,4,4,2
2,44,173.0,65.0,21.7,3,3,1,2,1,4
1,35,167.0,88.0,31.6,2,3,2,7,8,7
2,21,150.0,56.0,24.9,1,3,3,3,2,2
2,28,167.0,70.0,25.1,2,3,3,4,4,4
1,55,203.0,65.0,15.8,1,1,2,6,6,6
2,45,180.0,64.0,19.8,3,2,1,3,2,4
1,23,150.0,64.0,28.4,2,2,3,5,5,4
2,51,180.0,88.0,27.2,2,2,3,6,7,7
2,30,175.0,76.0,24.8,2,2,1,4,5,5
2,40,190.0,75.0,20.8,2,1,2,4,5,6
2,29,180.0,57.0,17.6,1,2,1,2,2,3
1,64,208.0,67.0,15.5,2,2,2,6,5,6
2,28,171.0,83.0,28.4,2,3,2,5,6,6
1,25,189.0,80.0,22.4,3,1,3,6,5,8
1,73,178.0,63.0,19.9,1,1,1,4,4,5
2,44,170.0,73.0,25.3,2,3,3,4,4,5
2,60,179.0,67.0,20.9,1,1,2,4,5,4
2,35,148.0,59.0,26.9,2,2,2,3,3,2
2,24,188.0,80.0,22.6,2,1,2,5,6,7
2,20,162.0,61.0,23.2,3,2,3,2,2,3
2,31,189.0,56.0,15.7,2,1,1,3,2,3
2,20,152.0,64.0,27.7,2,3,3,4,4,3
1,18,193.0,83.0,22.3,2,2,1,5,6,8
1,24,172.0,62.0,21.0,2,3,1,3,2,5
1,52,180.0,76.0,23.5,3,1,2,5,5,7
1,32,200.0,62.0,15.5,1,2,1,5,4,5
2,38,161.0,84.0,32.4,3,3,2,6,7,5
1,69,172.0,86.0,29.1,2,2,3,7,8,8
1,38,195.0,66.0,17.4,2,2,2,5,4,6
1,47,156.0,54.0,22.2,3,1,2,2,1,3
2,41,204.0,74.0,17.8,2,1,1,5,5,6
1,74,170.0,53.0,18.3,2,2,1,2,1,3
2,70,157.0,71.0,28.8,2,2,3,5,6,4
2,62,187.0,84.0,24.0,3,2,2,4,5,7
1,27,159.0,53.0,21.0,1,2,3,3,2,3
2,60,192.0,71.0,19.3,2,3,3,4,3,6
1,33,168.0,74.0,26.2,3,3,2,5,4,6
1,70,150.0,72.0,32.0,3,3,3,7,6,4
1,74,151.0,66.0,28.9,2,3,2,5,5,4
1,33,192.0,78.0,21.2,1,1,3,6,7,8
2,61,198.0,79.0,20.2,1,3,3,5,5,7
2,69,175.0,82.0,26.8,3,2,2,5,5,6
2,36,165.0,65.0,23.9,1,1,2,3,5,4
1,73,171.0,90.0,30.8,3,3,2,7,7,8
1,60,161.0,49.0,18.9,1,2,1,1,1,3
1,35,192.0,62.0,16.8,2,1,2,5,4,5
1,55,208.0,76.0,17.6,1,2,1,7,6,8
1,66,178.0,84.0,26.5,3,2,2,6,6,8
